[롯데] 2026년 08월 예약가능 잔여객실 현황
수집일시: 2026-07-14 18:05
==================================================

■ 지점명: 롯데리조트 부여 (충청)
  - 2026년 08월 02일 (일요일) | 캐릭터 스위트 빼빼로 | 예약가능 (1실) | 요금: 624000
  - 2026년 08월 24일 (월요일) | 캐릭터 스위트 말랑이 | 예약가능 (2실) | 요금: 327750
  - 2026년 08월 24일 (월요일) | 캐릭터 스위트 빼빼로 | 예약가능 (1실) | 요금: 327750
  - 2026년 08월 24일 (월요일) | 펫 디럭스 트윈 | 예약가능 (2실) | 요금: 247950
  - 2026년 08월 24일 (월요일) | 펫 스위트 트윈더블 | 예약가능 (1실) | 요금: 336300
  - 2026년 08월 24일 (월요일) | 펫 패밀리 더블더블 | 예약가능 (1실) | 요금: 278350
  - 2026년 08월 24일 (월요일) | 호텔 디럭스 더블 | 예약가능 (4실) | 요금: 212800
  - 2026년 08월 24일 (월요일) | 호텔 디럭스 트윈 | 예약가능 (15실) | 요금: 212800
  - 2026년 08월 24일 (월요일) | 호텔 로얄 더블트윈 | 예약가능 (1실) | 요금: 468350
  - 2026년 08월 24일 (월요일) | 호텔 스위트A형 더블온돌 | 예약가능 (2실) | 요금: 287850
  - 2026년 08월 24일 (월요일) | 호텔 스위트A형 트윈온돌 | 예약가능 (2실) | 요금: 287850
  - 2026년 08월 24일 (월요일) | 호텔 스위트B형 더블온돌 | 예약가능 (6실) | 요금: 287850
  - 2026년 08월 24일 (월요일) | 호텔 스위트B형 트윈온돌 | 예약가능 (5실) | 요금: 287850
  - 2026년 08월 24일 (월요일) | 호텔 패밀리 배리어프리 | 예약가능 (7실) | 요금: 252700
  - 2026년 08월 24일 (월요일) | 호텔 풀스위트 더블더블 | 예약가능 (5실) | 요금: 336300
  - 2026년 08월 24일 (월요일) | 호텔 프리미엄스위트 더블 | 예약가능 (4실) | 요금: 318250
  - 2026년 08월 25일 (화요일) | 캐릭터 스위트 말랑이 | 예약가능 (1실) | 요금: 318250
  - 2026년 08월 25일 (화요일) | 캐릭터 스위트 빼빼로 | 예약가능 (1실) | 요금: 318250
  - 2026년 08월 25일 (화요일) | 펫 디럭스 트윈 | 예약가능 (2실) | 요금: 239400
  - 2026년 08월 25일 (화요일) | 펫 스위트 트윈더블 | 예약가능 (1실) | 요금: 327750
  - 2026년 08월 25일 (화요일) | 펫 패밀리 더블더블 | 예약가능 (2실) | 요금: 269800
  - 2026년 08월 25일 (화요일) | 호텔 디럭스 더블 | 예약가능 (4실) | 요금: 203300
  - 2026년 08월 25일 (화요일) | 호텔 디럭스 트윈 | 예약가능 (5실) | 요금: 203300
  - 2026년 08월 25일 (화요일) | 호텔 로얄 더블트윈 | 예약가능 (1실) | 요금: 459800
  - 2026년 08월 25일 (화요일) | 호텔 로얄 트윈트윈 | 예약가능 (2실) | 요금: 459800
  - 2026년 08월 25일 (화요일) | 호텔 스위트A형 더블온돌 | 예약가능 (4실) | 요금: 278350
  - 2026년 08월 25일 (화요일) | 호텔 스위트A형 트윈더블 | 예약가능 (3실) | 요금: 278350
  - 2026년 08월 25일 (화요일) | 호텔 스위트A형 트윈온돌 | 예약가능 (4실) | 요금: 278350
  - 2026년 08월 25일 (화요일) | 호텔 스위트B형 더블온돌 | 예약가능 (7실) | 요금: 278350
  - 2026년 08월 25일 (화요일) | 호텔 스위트B형 트윈온돌 | 예약가능 (7실) | 요금: 278350
  - 2026년 08월 25일 (화요일) | 호텔 패밀리 더블더블 | 예약가능 (6실) | 요금: 243200
  - 2026년 08월 25일 (화요일) | 호텔 패밀리 배리어프리 | 예약가능 (7실) | 요금: 243200
  - 2026년 08월 25일 (화요일) | 호텔 풀스위트 더블더블 | 예약가능 (5실) | 요금: 327750
  - 2026년 08월 25일 (화요일) | 호텔 프레지덴셜 더블트윈 | 예약가능 (1실) | 요금: 389500
  - 2026년 08월 25일 (화요일) | 호텔 프레지덴셜 트윈트윈 | 예약가능 (1실) | 요금: 389500
  - 2026년 08월 25일 (화요일) | 호텔 프리미엄스위트 더블 | 예약가능 (4실) | 요금: 309700
  - 2026년 08월 26일 (수요일) | 캐릭터 스위트 말랑이 | 예약가능 (1실) | 요금: 318250
  - 2026년 08월 26일 (수요일) | 캐릭터 스위트 빼빼로 | 예약가능 (1실) | 요금: 318250
  - 2026년 08월 26일 (수요일) | 펫 디럭스 트윈 | 예약가능 (2실) | 요금: 239400
  - 2026년 08월 26일 (수요일) | 펫 스위트 트윈더블 | 예약가능 (1실) | 요금: 327750
  - 2026년 08월 26일 (수요일) | 펫 패밀리 더블더블 | 예약가능 (2실) | 요금: 269800
  - 2026년 08월 26일 (수요일) | 호텔 디럭스 더블 | 예약가능 (7실) | 요금: 203300
  - 2026년 08월 26일 (수요일) | 호텔 디럭스 트윈 | 예약가능 (5실) | 요금: 203300
  - 2026년 08월 26일 (수요일) | 호텔 로얄 더블트윈 | 예약가능 (1실) | 요금: 459800
  - 2026년 08월 26일 (수요일) | 호텔 로얄 트윈트윈 | 예약가능 (2실) | 요금: 459800
  - 2026년 08월 26일 (수요일) | 호텔 스위트A형 더블온돌 | 예약가능 (3실) | 요금: 278350
  - 2026년 08월 26일 (수요일) | 호텔 스위트A형 트윈더블 | 예약가능 (3실) | 요금: 278350
  - 2026년 08월 26일 (수요일) | 호텔 스위트A형 트윈온돌 | 예약가능 (4실) | 요금: 278350
  - 2026년 08월 26일 (수요일) | 호텔 스위트B형 더블온돌 | 예약가능 (7실) | 요금: 278350
  - 2026년 08월 26일 (수요일) | 호텔 스위트B형 트윈온돌 | 예약가능 (9실) | 요금: 278350
  - 2026년 08월 26일 (수요일) | 호텔 패밀리 더블더블 | 예약가능 (7실) | 요금: 243200
  - 2026년 08월 26일 (수요일) | 호텔 패밀리 배리어프리 | 예약가능 (7실) | 요금: 243200
  - 2026년 08월 26일 (수요일) | 호텔 풀스위트 더블더블 | 예약가능 (5실) | 요금: 327750
  - 2026년 08월 26일 (수요일) | 호텔 프레지덴셜 더블트윈 | 예약가능 (1실) | 요금: 389500
  - 2026년 08월 26일 (수요일) | 호텔 프레지덴셜 트윈트윈 | 예약가능 (1실) | 요금: 389500
  - 2026년 08월 26일 (수요일) | 호텔 프리미엄스위트 더블 | 예약가능 (4실) | 요금: 309700
  - 2026년 08월 27일 (목요일) | 캐릭터 스위트 말랑이 | 예약가능 (1실) | 요금: 327750
  - 2026년 08월 27일 (목요일) | 캐릭터 스위트 빼빼로 | 예약가능 (1실) | 요금: 327750
  - 2026년 08월 27일 (목요일) | 펫 디럭스 트윈 | 예약가능 (2실) | 요금: 247950
  - 2026년 08월 27일 (목요일) | 펫 스위트 트윈더블 | 예약가능 (1실) | 요금: 336300
  - 2026년 08월 27일 (목요일) | 펫 패밀리 더블더블 | 예약가능 (2실) | 요금: 278350
  - 2026년 08월 27일 (목요일) | 호텔 디럭스 더블 | 예약가능 (9실) | 요금: 212800
  - 2026년 08월 27일 (목요일) | 호텔 디럭스 트윈 | 예약가능 (10실) | 요금: 212800
  - 2026년 08월 27일 (목요일) | 호텔 로얄 더블트윈 | 예약가능 (1실) | 요금: 468350
  - 2026년 08월 27일 (목요일) | 호텔 로얄 트윈트윈 | 예약가능 (1실) | 요금: 468350
  - 2026년 08월 27일 (목요일) | 호텔 스위트A형 더블온돌 | 예약가능 (3실) | 요금: 287850
  - 2026년 08월 27일 (목요일) | 호텔 스위트A형 트윈더블 | 예약가능 (1실) | 요금: 287850
  - 2026년 08월 27일 (목요일) | 호텔 스위트A형 트윈온돌 | 예약가능 (4실) | 요금: 287850
  - 2026년 08월 27일 (목요일) | 호텔 스위트B형 더블온돌 | 예약가능 (7실) | 요금: 287850
  - 2026년 08월 27일 (목요일) | 호텔 스위트B형 트윈온돌 | 예약가능 (9실) | 요금: 287850
  - 2026년 08월 27일 (목요일) | 호텔 패밀리 더블더블 | 예약가능 (5실) | 요금: 252700
  - 2026년 08월 27일 (목요일) | 호텔 패밀리 배리어프리 | 예약가능 (7실) | 요금: 252700
  - 2026년 08월 27일 (목요일) | 호텔 풀스위트 더블더블 | 예약가능 (5실) | 요금: 336300
  - 2026년 08월 27일 (목요일) | 호텔 프리미엄스위트 더블 | 예약가능 (5실) | 요금: 318250
  - 2026년 08월 28일 (금요일) | 캐릭터 스위트 말랑이 | 예약가능 (2실) | 요금: 433200
  - 2026년 08월 28일 (금요일) | 캐릭터 스위트 빼빼로 | 예약가능 (1실) | 요금: 433200
  - 2026년 08월 28일 (금요일) | 펫 디럭스 트윈 | 예약가능 (2실) | 요금: 323000
  - 2026년 08월 28일 (금요일) | 펫 패밀리 더블더블 | 예약가능 (2실) | 요금: 366700
  - 2026년 08월 28일 (금요일) | 호텔 디럭스 더블 | 예약가능 (13실) | 요금: 283100
  - 2026년 08월 28일 (금요일) | 호텔 디럭스 트윈 | 예약가능 (16실) | 요금: 283100
  - 2026년 08월 28일 (금요일) | 호텔 로얄 더블트윈 | 예약가능 (1실) | 요금: 574750
  - 2026년 08월 28일 (금요일) | 호텔 스위트A형 더블온돌 | 예약가능 (1실) | 요금: 380000
  - 2026년 08월 28일 (금요일) | 호텔 스위트A형 트윈더블 | 예약가능 (2실) | 요금: 380000
  - 2026년 08월 28일 (금요일) | 호텔 스위트A형 트윈온돌 | 예약가능 (5실) | 요금: 380000
  - 2026년 08월 28일 (금요일) | 호텔 스위트B형 더블온돌 | 예약가능 (7실) | 요금: 380000
  - 2026년 08월 28일 (금요일) | 호텔 스위트B형 트윈온돌 | 예약가능 (6실) | 요금: 380000
  - 2026년 08월 28일 (금요일) | 호텔 패밀리 더블더블 | 예약가능 (3실) | 요금: 336300
  - 2026년 08월 28일 (금요일) | 호텔 패밀리 배리어프리 | 예약가능 (7실) | 요금: 336300
  - 2026년 08월 28일 (금요일) | 호텔 풀스위트 더블더블 | 예약가능 (5실) | 요금: 441750
  - 2026년 08월 28일 (금요일) | 호텔 프리미엄스위트 더블 | 예약가능 (3실) | 요금: 424650
  - 2026년 08월 29일 (토요일) | 캐릭터 스위트 말랑이 | 예약가능 (2실) | 요금: 618450
  - 2026년 08월 29일 (토요일) | 캐릭터 스위트 빼빼로 | 예약가능 (1실) | 요금: 618450
  - 2026년 08월 29일 (토요일) | 펫 디럭스 트윈 | 예약가능 (2실) | 요금: 419900
  - 2026년 08월 29일 (토요일) | 펫 패밀리 더블더블 | 예약가능 (2실) | 요금: 504450
  - 2026년 08월 29일 (토요일) | 호텔 디럭스 더블 | 예약가능 (17실) | 요금: 353400
  - 2026년 08월 29일 (토요일) | 호텔 디럭스 트윈 | 예약가능 (27실) | 요금: 353400
  - 2026년 08월 29일 (토요일) | 호텔 로얄 더블트윈 | 예약가능 (1실) | 요금: 857850
  - 2026년 08월 29일 (토요일) | 호텔 로얄 트윈트윈 | 예약가능 (1실) | 요금: 857850
  - 2026년 08월 29일 (토요일) | 호텔 스위트A형 더블온돌 | 예약가능 (1실) | 요금: 521550
  - 2026년 08월 29일 (토요일) | 호텔 스위트A형 트윈더블 | 예약가능 (1실) | 요금: 521550
  - 2026년 08월 29일 (토요일) | 호텔 스위트A형 트윈온돌 | 예약가능 (4실) | 요금: 521550
  - 2026년 08월 29일 (토요일) | 호텔 스위트B형 더블온돌 | 예약가능 (7실) | 요금: 521550
  - 2026년 08월 29일 (토요일) | 호텔 스위트B형 트윈온돌 | 예약가능 (2실) | 요금: 521550
  - 2026년 08월 29일 (토요일) | 호텔 패밀리 더블더블 | 예약가능 (2실) | 요금: 441750
  - 2026년 08월 29일 (토요일) | 호텔 패밀리 배리어프리 | 예약가능 (7실) | 요금: 441750
  - 2026년 08월 29일 (토요일) | 호텔 풀스위트 더블더블 | 예약가능 (5실) | 요금: 636500
  - 2026년 08월 29일 (토요일) | 호텔 프레지덴셜 더블트윈 | 예약가능 (1실) | 요금: 724850
  - 2026년 08월 29일 (토요일) | 호텔 프레지덴셜 트윈트윈 | 예약가능 (1실) | 요금: 724850
  - 2026년 08월 29일 (토요일) | 호텔 프리미엄스위트 더블 | 예약가능 (3실) | 요금: 592800
  - 2026년 08월 30일 (일요일) | 캐릭터 스위트 말랑이 | 예약가능 (2실) | 요금: 344850
  - 2026년 08월 30일 (일요일) | 캐릭터 스위트 빼빼로 | 예약가능 (1실) | 요금: 344850
  - 2026년 08월 30일 (일요일) | 펫 디럭스 트윈 | 예약가능 (2실) | 요금: 265050
  - 2026년 08월 30일 (일요일) | 펫 스위트 트윈더블 | 예약가능 (1실) | 요금: 353400
  - 2026년 08월 30일 (일요일) | 펫 패밀리 더블더블 | 예약가능 (2실) | 요금: 296400
  - 2026년 08월 30일 (일요일) | 호텔 디럭스 더블 | 예약가능 (14실) | 요금: 229900
  - 2026년 08월 30일 (일요일) | 호텔 디럭스 트윈 | 예약가능 (34실) | 요금: 229900
  - 2026년 08월 30일 (일요일) | 호텔 로얄 더블트윈 | 예약가능 (1실) | 요금: 486400
  - 2026년 08월 30일 (일요일) | 호텔 로얄 트윈트윈 | 예약가능 (2실) | 요금: 486400
  - 2026년 08월 30일 (일요일) | 호텔 스위트A형 더블온돌 | 예약가능 (5실) | 요금: 304950
  - 2026년 08월 30일 (일요일) | 호텔 스위트A형 트윈더블 | 예약가능 (3실) | 요금: 304950
  - 2026년 08월 30일 (일요일) | 호텔 스위트A형 트윈온돌 | 예약가능 (4실) | 요금: 304950
  - 2026년 08월 30일 (일요일) | 호텔 스위트B형 더블온돌 | 예약가능 (6실) | 요금: 304950
  - 2026년 08월 30일 (일요일) | 호텔 스위트B형 트윈온돌 | 예약가능 (10실) | 요금: 304950
  - 2026년 08월 30일 (일요일) | 호텔 패밀리 더블더블 | 예약가능 (8실) | 요금: 269800
  - 2026년 08월 30일 (일요일) | 호텔 패밀리 배리어프리 | 예약가능 (7실) | 요금: 269800
  - 2026년 08월 30일 (일요일) | 호텔 풀스위트 더블더블 | 예약가능 (5실) | 요금: 353400
  - 2026년 08월 30일 (일요일) | 호텔 프레지덴셜 더블트윈 | 예약가능 (1실) | 요금: 416100
  - 2026년 08월 30일 (일요일) | 호텔 프레지덴셜 트윈트윈 | 예약가능 (1실) | 요금: 416100
  - 2026년 08월 30일 (일요일) | 호텔 프리미엄스위트 더블 | 예약가능 (5실) | 요금: 336300
  - 2026년 08월 31일 (월요일) | 캐릭터 스위트 말랑이 | 예약가능 (2실) | 요금: 327750
  - 2026년 08월 31일 (월요일) | 캐릭터 스위트 빼빼로 | 예약가능 (1실) | 요금: 327750
  - 2026년 08월 31일 (월요일) | 펫 디럭스 트윈 | 예약가능 (2실) | 요금: 247950
  - 2026년 08월 31일 (월요일) | 펫 스위트 트윈더블 | 예약가능 (1실) | 요금: 336300
  - 2026년 08월 31일 (월요일) | 펫 패밀리 더블더블 | 예약가능 (2실) | 요금: 278350
  - 2026년 08월 31일 (월요일) | 호텔 디럭스 더블 | 예약가능 (8실) | 요금: 212800
  - 2026년 08월 31일 (월요일) | 호텔 디럭스 트윈 | 예약가능 (34실) | 요금: 212800
  - 2026년 08월 31일 (월요일) | 호텔 로얄 더블트윈 | 예약가능 (1실) | 요금: 468350
  - 2026년 08월 31일 (월요일) | 호텔 로얄 트윈트윈 | 예약가능 (2실) | 요금: 468350
  - 2026년 08월 31일 (월요일) | 호텔 스위트A형 더블온돌 | 예약가능 (5실) | 요금: 287850
  - 2026년 08월 31일 (월요일) | 호텔 스위트A형 트윈더블 | 예약가능 (4실) | 요금: 287850
  - 2026년 08월 31일 (월요일) | 호텔 스위트A형 트윈온돌 | 예약가능 (4실) | 요금: 287850
  - 2026년 08월 31일 (월요일) | 호텔 스위트B형 더블온돌 | 예약가능 (6실) | 요금: 287850
  - 2026년 08월 31일 (월요일) | 호텔 스위트B형 트윈온돌 | 예약가능 (9실) | 요금: 287850
  - 2026년 08월 31일 (월요일) | 호텔 패밀리 더블더블 | 예약가능 (9실) | 요금: 252700
  - 2026년 08월 31일 (월요일) | 호텔 패밀리 배리어프리 | 예약가능 (7실) | 요금: 252700
  - 2026년 08월 31일 (월요일) | 호텔 풀스위트 더블더블 | 예약가능 (5실) | 요금: 336300
  - 2026년 08월 31일 (월요일) | 호텔 프레지덴셜 더블트윈 | 예약가능 (1실) | 요금: 398050
  - 2026년 08월 31일 (월요일) | 호텔 프리미엄스위트 더블 | 예약가능 (5실) | 요금: 318250
